,Associated names,Authority,Bibliography,Culture/period,Curator's comments,Date,Denomination,Description,Inscriptions,Materials,Museum number,Object type,Production place,State,Subjects,Weight (g)
2593,Named in inscription & portrayed: Gaius Caesar,Ruler:  Augustus (Octavian),"RIC1 210, p.56 (type)",Roman Imperial,"The reverse illustrates the dynastic and political position of Gaius and Lucius at this time. The brothers were the sons of Agrippa and Julia, daughter of Augustus. They were due to succeed Augustus but predeceased him in AD 4 and 2 respectively. The shields and spears represent the coming of age of Gaius and Lucius and the honour of princepes iuventutis, ""first among the youth"" which was an honour bestowed upon them by Augustus. The simpulum represents Gaius who became a pontiff in 7 BC. The lituus or augural staff was the symbol for the college of augurs and refers to Lucius, who was appointed as augur. This type has been identified as the ""Tribute Penny"" of the bible (although this is unlikely given its manufacture in the western part of the empire).",2BC-4,denarius,"Silver coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'CAESAR AVGVSTVS DIVI F PATER PATRIAE', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'C L CAESARES', u'Inscription Position': u'reverse exergue', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",silver,"1843,1024.249",coin,Minted in: Lugdunum,Roman Empire,religious object,3.8
2594,Named in inscription & portrayed: Gaius Caesar,Ruler:  Augustus (Octavian),"RIC1 210, p.56 (type)",Roman Imperial,"The reverse illustrates the dynastic and political position of Gaius and Lucius at this time. The brothers were the sons of Agrippa and Julia, daughter of Augustus. They were due to succeed Augustus but predeceased him in AD 4 and 2 respectively. The shields and spears represent the coming of age of Gaius and Lucius and the honour of princepes iuventutis, ""first among the youth"" which was an honour bestowed upon them by Augustus. The simpulum represents Gaius who became a pontiff in 7 BC. The lituus or augural staff was the symbol for the college of augurs and refers to Lucius, who was appointed as augur. This type has been identified as the ""Tribute Penny"" of the bible (although this is unlikely given its manufacture in the western part of the empire).",2BC-4,denarius,"Silver coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'AVGVSTI F COS DESIG PRINC IVVENT', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'[CAESAR AVGVSTVS]  DIVI F PATER PATRIAE', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",silver,"1866,1201.4229",coin,Minted in: Lugdunum,Roman Empire,religious object,3.63
2595,Named in inscription & portrayed: Gaius Caesar,Ruler:  Augustus (Octavian),"RIC1 210, p.56 (type)",Roman Imperial,"The reverse illustrates the dynastic and political position of Gaius and Lucius at this time. The brothers were the sons of Agrippa and Julia, daughter of Augustus. They were due to succeed Augustus but predeceased him in AD 4 and 2 respectively. The shields and spears represent the coming of age of Gaius and Lucius and the honour of princepes iuventutis, ""first among the youth"" which was an honour bestowed upon them by Augustus. The simpulum represents Gaius who became a pontiff in 7 BC. The lituus or augural staff was the symbol for the college of augurs and refers to Lucius, who was appointed as augur. This type has been identified as the ""Tribute Penny"" of the bible (although this is unlikely given its manufacture in the western part of the empire).",2BC-4,denarius,"Silver coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'CAESAR AVGVSTVS DIVI F PATER PATRIAE', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'C L CAESARES', u'Inscription Position': u'reverse exergue', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",silver,"1925,0607.6",coin,Minted in: Lugdunum,Roman Empire,religious object,3.67
2596,Named in inscription & portrayed: Gaius Caesar,Ruler:  Augustus (Octavian),"RIC1 210, p.56 (type)",Roman Imperial,"The reverse illustrates the dynastic and political position of Gaius and Lucius at this time. The brothers were the sons of Agrippa and Julia, daughter of Augustus. They were due to succeed Augustus but predeceased him in AD 4 and 2 respectively. The shields and spears represent the coming of age of Gaius and Lucius and the honour of princepes iuventutis, ""first among the youth"" which was an honour bestowed upon them by Augustus. The simpulum represents Gaius who became a pontiff in 7 BC. The lituus or augural staff was the symbol for the college of augurs and refers to Lucius, who was appointed as augur. This type has been identified as the ""Tribute Penny"" of the bible (although this is unlikely given its manufacture in the western part of the empire).",2BC-4,denarius,"Silver coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'CAESAR AVGVSTVS DIVI F PATER PATRIAE', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'[C L] CAESARES', u'Inscription Position': u'reverse exergue', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",silver,"1925,0606.2",coin,Minted in: Lugdunum,Roman Empire,religious object,3.7
2597,Named in inscription & portrayed: Gaius Caesar,Ruler:  Augustus (Octavian),"RIC1 210, p.56",Roman Imperial,"The reverse illustrates the dynastic and political position of Gaius and Lucius at this time. The brothers were the sons of Agrippa and Julia, daughter of Augustus. They were due to succeed Augustus but predeceased him in AD 4 and 2 respectively. The shields and spears represent the coming of age of Gaius and Lucius and the honour of princepes iuventutis, ""first among the youth"" which was an honour bestowed upon them by Augustus. The simpulum represents Gaius who became a pontiff in 7 BC. The lituus or augural staff was the symbol for the college of augurs and refers to Lucius, who was appointed as augur. This type has been identified as the ""Tribute Penny"" of the bible (although this is unlikely given its manufacture in the western part of the empire).",2BC-4,denarius,"Silver coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'CAESAR AVGVSTVS DIVI F PATER PATRI[AE]', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'C L CAESARES', u'Inscription Position': u'reverse exergue', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",silver,"1919,0415.1",coin,Minted in: Lugdunum,Roman Empire,religious object,3.7
2598,Named in inscription & portrayed: Gaius Caesar,Ruler:  Augustus (Octavian),"RIC1 212, p.56 (type)",Roman Imperial,"The reverse illustrates the dynastic and political position of Gaius and Lucius at this time. The brothers were the sons of Agrippa and Julia, daughter of Augustus. They were due to succeed Augustus but predeceased him in AD 4 and 2 respectively. The shields and spears represent the coming of age of Gaius and Lucius and the honour of princepes iuventutis, ""first among the youth"" which was an honour bestowed upon them by Augustus. The simpulum represents Gaius who became a pontiff in 7 BC. The lituus or augural staff was the symbol for the college of augurs and refers to Lucius, who was appointed as augur. This type may possibly be the ""Tribute Penny"" of the bible (although this is unlikely given its manufacture in the western part of the empire).",2BC-4,denarius,"Silver coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'CAESAR AVGVSTVS DIVI F PATER PATRIAE', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'C L CAESARES', u'Inscription Position': u'reverse exergue', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",silver,"1925,0607.7",coin,Minted in: Lugdunum,Roman Empire,religious object,3.55
2599,Named in inscription & portrayed: Gaius Caesar,Ruler:  Augustus (Octavian),"RIC1 212, p.56",Roman Imperial,"The reverse illustrates the dynastic and political position of Gaius and Lucius at this time. The brothers were the sons of Agrippa and Julia, daughter of Augustus. They were due to succeed Augustus but predeceased him in AD 4 and 2 respectively. The shields and spears represent the coming of age of Gaius and Lucius and the honour of princepes iuventutis, ""first among the youth"" which was an honour bestowed upon them by Augustus. The simpulum represents Gaius who became a pontiff in 7 BC. The lituus or augural staff was the symbol for the college of augurs and refers to Lucius, who was appointed as augur. This type may possibly be the ""Tribute Penny"" of the bible (although this is unlikely given its manufacture in the western part of the empire).",2BC-4,denarius,"Silver coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'AVGVSTI F COS DESI[G PRINC IVVENT]', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'[CAESAR A]VGVSTVS DIVI F PATER P[ATRIAE]', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",silver,"1901,0601.148",coin,Minted in: Lugdunum,Roman Empire,religious object,3.56
2600,Named in inscription & portrayed: Gaius Caesar,Ruler:  Augustus (Octavian),"RIC1 211, p.56",Roman Imperial,"The reverse illustrates the dynastic and political position of Gaius and Lucius at this time. The brothers were the sons of Agrippa and Julia, daughter of Augustus. They were due to succeed Augustus but predeceased him in AD 4 and 2 respectively. The shields and spears represent the coming of age of Gaius and Lucius and the honour of princepes iuventutis, ""first among the youth"" which was an honour bestowed upon them by Augustus. The simpulum represents Gaius who became a pontiff in 7 BC. The lituus or augural staff was the symbol for the college of augurs and refers to Lucius, who was appointed as augur. This type may possibly be the ""Tribute Penny"" of the bible (although this is unlikely given its manufacture in the western part of the empire).",2BC-4,denarius,"Silver coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'AVGVSTI F COS DESIG PRINC IVVENT', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'CAESAR AVGVSTVS DIVI F PATER PATRIAE', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",silver,"1901,0601.149",coin,Minted in: Lugdunum,Roman Empire,religious object,3.64
2601,Named in inscription & portrayed: Gaius Caesar,Ruler:  Augustus (Octavian),"RIC1 207, p.55 (type)",Roman Imperial,"The reverse illustrates the dynastic and political position of Gaius and Lucius at this time. The brothers were the sons of Agrippa and Julia, daughter of Augustus. They were due to succeed Augustus but predeceased him in AD 4 and 2 respectively. The shields and spears represent the coming of age of Gaius and Lucius and the honour of princepes iuventutis, ""first among the youth"" which was an honour bestowed upon them by Augustus. The simpulum represents Gaius who became a pontiff in 7 BC. The lituus or augural staff was the symbol for the college of augurs and refers to Lucius, who was appointed as augur. This type may possibly be the ""Tribute Penny"" of the bible (although this is unlikely given its manufacture in the western part of the empire).",2BC-4,denarius,"Silver coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'CAESAR AVGVSTVS DIVI F PATE[R PATRIAE]', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'[C L CAESARES]', u'Inscription Position': u'reverse exergue', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",silver,IOC.1232,coin,Minted in: Lugdunum,Roman Empire,religious object,3.31
2602,Named in inscription & portrayed: Gaius Caesar,Ruler:  Augustus (Octavian),"RIC1 207, p.55 (type)",Roman Imperial,"The reverse illustrates the dynastic and political position of Gaius and Lucius at this time. The brothers were the sons of Agrippa and Julia, daughter of Augustus. They were due to succeed Augustus but predeceased him in AD 4 and 2 respectively. The shields and spears represent the coming of age of Gaius and Lucius and the honour of princepes iuventutis, ""first among the youth"" which was an honour bestowed upon them by Augustus. The simpulum represents Gaius who became a pontiff in 7 BC. The lituus or augural staff was the symbol for the college of augurs and refers to Lucius, who was appointed as augur. This type may possibly be the ""Tribute Penny"" of the bible (although this is unlikely given its manufacture in the western part of the empire).",2BC-4,denarius,"Silver coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'AVGVSTI F COS DESIG PRINC IVVENT', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'CAESAR AVGVSTVS DIVI F PATER PATRIAE', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",silver,IOC.1234,coin,Minted in: Lugdunum,Roman Empire,religious object,3.72
2603,Named in inscription & portrayed: Gaius Caesar,Ruler:  Augustus (Octavian),"RIC1 207, p.55 (type)",Roman Imperial,"The reverse illustrates the dynastic and political position of Gaius and Lucius at this time. The brothers were the sons of Agrippa and Julia, daughter of Augustus. They were due to succeed Augustus but predeceased him in AD 4 and 2 respectively. The shields and spears represent the coming of age of Gaius and Lucius and the honour of princepes iuventutis, ""first among the youth"" which was an honour bestowed upon them by Augustus. The simpulum represents Gaius who became a pontiff in 7 BC. The lituus or augural staff was the symbol for the college of augurs and refers to Lucius, who was appointed as augur. This type may possibly be the ""Tribute Penny"" of the bible (although this is unlikely given its manufacture in the western part of the empire).",2BC-4,denarius,"Silver coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'AVGVSTI F COS DESIG PRINC IVVENT', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'CAESAR AVGVSTVS DIVI F PATER PATRIAE', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",silver,IOC.1231,coin,Minted in: Lugdunum,Roman Empire,religious object,3.76
2604,Named in inscription & portrayed: Gaius Caesar,Ruler:  Augustus (Octavian),"RIC1 207, p.55 (type)",Roman Imperial,"The reverse illustrates the dynastic and political position of Gaius and Lucius at this time. The brothers were the sons of Agrippa and Julia, daughter of Augustus. They were due to succeed Augustus but predeceased him in AD 4 and 2 respectively. The shields and spears represent the coming of age of Gaius and Lucius and the honour of princepes iuventutis, ""first among the youth"" which was an honour bestowed upon them by Augustus. The simpulum represents Gaius who became a pontiff in 7 BC. The lituus or augural staff was the symbol for the college of augurs and refers to Lucius, who was appointed as augur. This type may possibly be the ""Tribute Penny"" of the bible (although this is unlikely given its manufacture in the western part of the empire).",2BC-4,denarius,"Silver coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'AVGVSTI F COS DESIG PRINC IVVENT', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'CAESAR AVGVSTVS DIVI F PATER PATRIAE', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",silver,IOC.1238,coin,Minted in: Lugdunum,Roman Empire,religious object,3.78
2605,Named in inscription & portrayed: Gaius Caesar,Ruler:  Augustus (Octavian),"RIC1 207, p.55 (type)",Roman Imperial,"The reverse illustrates the dynastic and political position of Gaius and Lucius at this time. The brothers were the sons of Agrippa and Julia, daughter of Augustus. They were due to succeed Augustus but predeceased him in AD 4 and 2 respectively. The shields and spears represent the coming of age of Gaius and Lucius and the honour of princepes iuventutis, ""first among the youth"" which was an honour bestowed upon them by Augustus. The simpulum represents Gaius who became a pontiff in 7 BC. The lituus or augural staff was the symbol for the college of augurs and refers to Lucius, who was appointed as augur. This type may possibly be the ""Tribute Penny"" of the bible (although this is unlikely given its manufacture in the western part of the empire).",2BC-4,denarius,"Silver coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'[AVGVSTI F COS DESIG] PRINC IVVENT', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'CAESAR AVGVSTVS DI[VI F PATER PATRIAE]', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",silver,IOC.1236,coin,Minted in: Lugdunum,Roman Empire,religious object,3.85
2606,Named in inscription & portrayed: Gaius Caesar,Ruler:  Augustus (Octavian),"RIC1 207, p.55 (type)",Roman Imperial,"The reverse illustrates the dynastic and political position of Gaius and Lucius at this time. The brothers were the sons of Agrippa and Julia, daughter of Augustus. They were due to succeed Augustus but predeceased him in AD 4 and 2 respectively. The shields and spears represent the coming of age of Gaius and Lucius and the honour of princepes iuventutis, ""first among the youth"" which was an honour bestowed upon them by Augustus. The simpulum represents Gaius who became a pontiff in 7 BC. The lituus or augural staff was the symbol for the college of augurs and refers to Lucius, who was appointed as augur. This type may possibly be the ""Tribute Penny"" of the bible (although this is unlikely given its manufacture in the western part of the empire).",2BC-4,denarius,"Silver coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'[AVGVSTI] F COS DESIG PRINC IV[VENT]', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'CAESAR AVG[VSTVS] DIVI F PATER PATRIAE', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",silver,IOC.1233,coin,Minted in: Lugdunum,Roman Empire,religious object,3.86
2607,Named in inscription & portrayed: Gaius Caesar,Ruler:  Augustus (Octavian),"RIC1 207, p.55 (type)",Roman Imperial,"The reverse illustrates the dynastic and political position of Gaius and Lucius at this time. The brothers were the sons of Agrippa and Julia, daughter of Augustus. They were due to succeed Augustus but predeceased him in AD 4 and 2 respectively. The shields and spears represent the coming of age of Gaius and Lucius and the honour of princepes iuventutis, ""first among the youth"" which was an honour bestowed upon them by Augustus. The simpulum represents Gaius who became a pontiff in 7 BC. The lituus or augural staff was the symbol for the college of augurs and refers to Lucius, who was appointed as augur. This type may possibly be the ""Tribute Penny"" of the bible (although this is unlikely given its manufacture in the western part of the empire).",2BC-4,denarius,"Silver coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'AVGVSTI F COS DESIG PRINC IVVENT', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'CAESAR AVGVSTVS DIVI F PATER PATRIAE', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",silver,"1906,1103.2951",coin,Minted in: Lugdunum,Roman Empire,religious object,3.63
2608,Named in inscription & portrayed: Gaius Caesar,Ruler:  Augustus (Octavian),"RIC1 207, p.55 (type)",Roman Imperial,"The reverse illustrates the dynastic and political position of Gaius and Lucius at this time. The brothers were the sons of Agrippa and Julia, daughter of Augustus. They were due to succeed Augustus but predeceased him in AD 4 and 2 respectively. The shields and spears represent the coming of age of Gaius and Lucius and the honour of princepes iuventutis, ""first among the youth"" which was an honour bestowed upon them by Augustus. The simpulum represents Gaius who became a pontiff in 7 BC. The lituus or augural staff was the symbol for the college of augurs and refers to Lucius, who was appointed as augur. This type may possibly be the ""Tribute Penny"" of the bible (although this is unlikely given its manufacture in the western part of the empire).",2BC-4,denarius,"Silver coin; ancient forgery.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'CAESAR AVGVSTVS DIVI F PATER PATRIAE', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'C L CAESARES', u'Inscription Position': u'reverse exergue', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",silver,"1915,1202.3",forgery (ancient),Minted in: Lugdunum,Roman Empire,religious object,2.96
2609,Named in inscription & portrayed: Gaius Caesar,Ruler:  Augustus (Octavian),"RIC1 207, p.55 (type)",Roman Imperial,"The reverse illustrates the dynastic and political position of Gaius and Lucius at this time. The brothers were the sons of Agrippa and Julia, daughter of Augustus. They were due to succeed Augustus but predeceased him in AD 4 and 2 respectively. The shields and spears represent the coming of age of Gaius and Lucius and the honour of princepes iuventutis, ""first among the youth"" which was an honour bestowed upon them by Augustus. The simpulum represents Gaius who became a pontiff in 7 BC. The lituus or augural staff was the symbol for the college of augurs and refers to Lucius, who was appointed as augur. This type may possibly be the ""Tribute Penny"" of the bible (although this is unlikely given its manufacture in the western part of the empire).",2BC-4,denarius,"Silver coin; ancient forgery.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'CAESAR AVGVSTVS DIVI F PATER PATRIAE', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'C L CAESARES', u'Inscription Position': u'reverse exergue', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",silver,R.6149,forgery (ancient),Minted in: Lugdunum,Roman Empire,religious object,2.61
2610,Named in inscription & portrayed: Gaius Caesar,Ruler:  Augustus (Octavian),"RIC1 207, p.55",Roman Imperial,"The reverse illustrates the dynastic and political position of Gaius and Lucius at this time. The brothers were the sons of Agrippa and Julia, daughter of Augustus. They were due to succeed Augustus but predeceased him in AD 4 and 2 respectively. The shields and spears represent the coming of age of Gaius and Lucius and the honour of princepes iuventutis, ""first among the youth"" which was an honour bestowed upon them by Augustus. The simpulum represents Gaius who became a pontiff in 7 BC. The lituus or augural staff was the symbol for the college of augurs and refers to Lucius, who was appointed as augur. This type may possibly be the ""Tribute Penny"" of the bible (although this is unlikely given its manufacture in the western part of the empire).",2BC-4,denarius,"Silver coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'CAESAR AVGVSTVS DIVI F PATER PATRIAE', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'C L CAESARES', u'Inscription Position': u'reverse exergue', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",silver,R.6148,coin,Minted in: Lugdunum,Roman Empire,religious object,3.84
2611,Named in inscription & portrayed: Gaius Caesar,Ruler:  Augustus (Octavian),"RIC1 207, p.55 (type)",Roman Imperial,"The reverse illustrates the dynastic and political position of Gaius and Lucius at this time. The brothers were the sons of Agrippa and Julia, daughter of Augustus. They were due to succeed Augustus but predeceased him in AD 4 and 2 respectively. The shields and spears represent the coming of age of Gaius and Lucius and the honour of princepes iuventutis, ""first among the youth"" which was an honour bestowed upon them by Augustus. The simpulum represents Gaius who became a pontiff in 7 BC. The lituus or augural staff was the symbol for the college of augurs and refers to Lucius, who was appointed as augur. This type may possibly be the ""Tribute Penny"" of the bible (although this is unlikely given its manufacture in the western part of the empire).",2BC-4,denarius,"Silver coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'CAESAR AVGVSTVS DIVI F PATER PATRIAE', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'C L CAESARES', u'Inscription Position': u'reverse exergue', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",silver,R.6147,coin,Minted in: Lugdunum,Roman Empire,religious object,3.73
2612,Named in inscription & portrayed: Gaius Caesar,Ruler:  Augustus (Octavian),"RIC1 207, p.55 (type)",Roman Imperial,"The reverse illustrates the dynastic and political position of Gaius and Lucius at this time. The brothers were the sons of Agrippa and Julia, daughter of Augustus. They were due to succeed Augustus but predeceased him in AD 4 and 2 respectively. The shields and spears represent the coming of age of Gaius and Lucius and the honour of princepes iuventutis, ""first among the youth"" which was an honour bestowed upon them by Augustus. The simpulum represents Gaius who became a pontiff in 7 BC. The lituus or augural staff was the symbol for the college of augurs and refers to Lucius, who was appointed as augur. This type may possibly be the ""Tribute Penny"" of the bible (although this is unlikely given its manufacture in the western part of the empire).",2BC-4,denarius,"Silver coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'CAESAR AVGVSTVS DIVI F PATER PATRIAE', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'C L CAESARES', u'Inscription Position': u'reverse exergue', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",silver,"1919,0420.4",coin,Minted in: Lugdunum,Roman Empire,religious object,3.79
2613,Named in inscription & portrayed: Gaius Caesar,Ruler:  Augustus (Octavian),"RIC1 207, p.55 (type)",Roman Imperial,"The reverse illustrates the dynastic and political position of Gaius and Lucius at this time. The brothers were the sons of Agrippa and Julia, daughter of Augustus. They were due to succeed Augustus but predeceased him in AD 4 and 2 respectively. The shields and spears represent the coming of age of Gaius and Lucius and the honour of princepes iuventutis, ""first among the youth"" which was an honour bestowed upon them by Augustus. The simpulum represents Gaius who became a pontiff in 7 BC. The lituus or augural staff was the symbol for the college of augurs and refers to Lucius, who was appointed as augur. This type may possibly be the ""Tribute Penny"" of the bible (although this is unlikely given its manufacture in the western part of the empire).",2BC-4,denarius,"Silver coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'AVGVSTI F COS DES[IG PRINC IVVENT]', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'CAESAR AVGVSTVS DIVI F PATER PATRIAE', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",silver,"1931,0417.20",coin,Minted in: Lugdunum,Roman Empire,religious object,3.75
2614,Named in inscription & portrayed: Gaius Caesar,Ruler:  Augustus (Octavian),"RIC1 207, p.55 (type)",Roman Imperial,"The reverse illustrates the dynastic and political position of Gaius and Lucius at this time. The brothers were the sons of Agrippa and Julia, daughter of Augustus. They were due to succeed Augustus but predeceased him in AD 4 and 2 respectively. The shields and spears represent the coming of age of Gaius and Lucius and the honour of princepes iuventutis, ""first among the youth"" which was an honour bestowed upon them by Augustus. The simpulum represents Gaius who became a pontiff in 7 BC. The lituus or augural staff was the symbol for the college of augurs and refers to Lucius, who was appointed as augur. This type may possibly be the ""Tribute Penny"" of the bible (although this is unlikely given its manufacture in the western part of the empire).",2BC-4,denarius,"Silver coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'CAESAR AVGVSTVS DIVI F PATER PATRIAE', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'[C L ]CAESARES', u'Inscription Position': u'reverse exergue', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",silver,"1937,1210.29",coin,Minted in: Lugdunum,Roman Empire,religious object,3.67
2615,Named in inscription & portrayed: Gaius Caesar,Ruler:  Augustus (Octavian),"RIC1 207, p.55 (type)",Roman Imperial,"The reverse illustrates the dynastic and political position of Gaius and Lucius at this time. The brothers were the sons of Agrippa and Julia, daughter of Augustus. They were due to succeed Augustus but predeceased him in AD 4 and 2 respectively. The shields and spears represent the coming of age of Gaius and Lucius and the honour of princepes iuventutis, ""first among the youth"" which was an honour bestowed upon them by Augustus. The simpulum represents Gaius who became a pontiff in 7 BC. The lituus or augural staff was the symbol for the college of augurs and refers to Lucius, who was appointed as augur. This type may possibly be the ""Tribute Penny"" of the bible (although this is unlikely given its manufacture in the western part of the empire).",2BC-4,denarius,"Silver coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Content': u'AVGVSTI F COS DESIG PRINC IVVENT', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}, {u'Inscription Content': u'CAESAR AVGVSTVS DIVI F PATER PATRIAE', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Comment': u'anti-clockwise', u'Inscription Type': u'inscription'}]",silver,"1934,1011.21",coin,Minted in: Lugdunum,Roman Empire,religious object,3.64
